GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_020E,S0101_C01_021E,S0101_C01_022E,S0101_C01_022E,S0101_C01_007E,S0101_C01_007E,S0101_C01_008E,S0101_C01_008E,S0101_C01_028E,S0101_C02_001E,S0101_C02_002E,S0101_C02_020E,S0101_C02_021E,S0101_C02_022E,S0101_C02_022E,S0101_C02_007E,S0101_C02_007E,S0101_C02_008E,S0101_C02_008E,S0101_C02_028E,S0101_C03_001E,S0101_C03_002E,S0101_C03_020E,S0101_C03_021E,S0101_C03_022E,S0101_C03_022E,S0101_C03_007E,S0101_C03_007E,S0101_C03_008E,S0101_C03_008E,S0101_C03_028E
0400000US42,Pennsylvania,12612705,731537,1563975,529734,1236045,9.8,769375,6.1,718924,5.7,1929744,6138935,374475,798062,276252,626171,10.2,386753,6.3,356058,5.8,798062,6473770,356057,763905,258951,608534,9.4,381952,5.9,356057,5.5,1126436
0400000US44,Rhode Island,1056389,59158,127823,43312,117259,11.1,66553,6.3,61271,5.8,150007,509859,30082,65262,22434,58634,11.5,33141,6.5,30082,5.9,61183,546530,28966,62304,21315,59025,10.8,33338,6.1,30606,5.6,89084
0400000US45,South Carolina,4511428,297754,586486,189480,460166,10.2,297754,6.6,279709,6.2,595508,2195677,151502,298612,96610,234937,10.7,149306,6.8,138328,6.3,254699,2315751,145892,287153,92630,226944,9.8,150524,6.5,141261,6.1,340415
0400000US46,South Dakota,799462,56762,107927,34377,81545,10.2,52764,6.6,46369,5.8,114323,400246,29218,56034,18011,42426,10.6,27617,6.9,23615,5.9,49631,399216,27546,52297,16767,39522,9.9,25550,6.4,22755,5.7,64274
0400000US47,Tennessee,6234968,405273,823016,261869,592322,9.5,417743,6.7,399038,6.4,816781,3039629,206695,422508,133744,297884,9.8,206695,6.8,197576,6.5,346518,3195339,198111,402613,124618,293971,9.2,210892,6.6,201306,6.3,469715
0400000US48,Texas,24311891,1896327,3646784,1118347,2528437,10.4,1799080,7.4,1701832,7,2455501,12058770,976760,1869109,566762,1302347,10.8,904408,7.5,856173,7.1,1073231,12253121,931237,1788956,539137,1225312,10,882225,7.2,845465,6.9,1396856
0400000US49,Utah,2657236,255095,451730,127547,321526,12.1,225865,8.5,199293,7.5,236494,1334860,130816,232266,65408,160183,12,114798,8.6,102784,7.7,106789,1322376,124303,219514,62152,160007,12.1,109757,8.3,97856,7.4,129593
0400000US50,Vermont,624258,32461,73662,26219,65547,10.5,34334,5.5,33710,5.4,87396,307670,16614,38151,13537,33844,11,17230,5.6,16614,5.4,38151,316588,15513,35774,12664,31659,10,17096,5.4,17096,5.4,49071
0400000US51,Virginia,7841754,509714,1011586,321512,792017,10.1,541081,6.9,509714,6.5,925327,3849352,257907,515813,165522,408031,10.6,269455,7,254057,6.6,396483,3992402,247529,495058,155704,383271,9.6,271483,6.8,255514,6.4,530989
0400000US53,Washington,6561297,426484,859530,275574,643007,9.8,465852,7.1,433046,6.6,780794,3267488,218922,437843,143769,330016,10.1,235259,7.2,218922,6.7,346354,3293809,207510,418314,135046,309618,9.4,230567,7,210804,6.4,434783
0400000US54,West Virginia,1840802,103085,215374,69950,169354,9.2,110448,6,110448,6,290847,904625,53373,110364,36185,86844,9.6,55182,6.1,55182,6.1,125743,936177,50554,104852,34639,81447,8.7,55234,5.9,54298,5.8,165703
0400000US55,Wisconsin,5637947,355191,744209,242432,552519,9.8,360829,6.4,343915,6.1,755485,2795908,181734,380243,125816,282387,10.1,184530,6.6,173346,6.2,324325,2842039,173364,363781,119366,272836,9.6,176206,6.2,167680,5.9,429148
0400000US56,Wyoming,545579,37099,71471,22914,56740,10.4,38191,7,33280,6.1,66561,277850,19172,37232,11670,29730,10.7,20005,7.2,16949,6.1,30564,267729,18206,34002,10977,26773,10,18473,6.9,16331,6.1,35608
0400000US72,Puerto Rico,3762322,237026,538012,173067,383757,10.2,255838,6.8,244551,6.5,519200,1803918,120863,274196,88392,194823,10.8,124470,6.9,119059,6.6,225490,1958404,115546,262426,86170,191924,9.8,133171,6.8,127296,6.5,291802
0500000US01001,"Autauga County, Alabama",53155,3508,8292,2924,4571,8.6,3083,5.8,3242,6.1,6060,25780,1779,4202,1495,2243,8.7,1495,5.8,1573,6.1,2578,27375,1725,4079,1424,2300,8.4,1615,5.9,1697,6.2,3504
0500000US01003,"Baldwin County, Alabama",175791,10899,23029,7032,13184,7.5,9844,5.6,10020,5.7,29006,85902,5498,11597,3694,6786,7.9,4896,5.7,4982,5.8,13401,89889,5393,11416,3416,6472,7.2,4944,5.5,5034,5.6,15551
0500000US01005,"Barbour County, Alabama",27699,1745,3352,1136,2604,9.4,1884,6.8,1856,6.7,3795,14652,894,1714,571,1524,10.4,1128,7.7,1143,7.8,1612,13047,835,1657,548,1070,8.2,770,5.9,718,5.5,2205
0500000US01007,"Bibb County, Alabama",22610,1379,2939,995,2238,9.9,1470,6.5,1289,5.7,2804,12162,730,1545,669,1301,10.7,827,6.8,632,5.2,1180,10448,658,1379,313,930,8.9,648,6.2,648,6.2,1630
0500000US01009,"Blount County, Alabama",56692,3628,7994,2438,4535,8,3458,6.1,3458,6.1,8050,28080,1797,4128,1376,2303,8.2,1825,6.5,1713,6.1,3510,28612,1803,3863,1059,2232,7.8,1631,5.7,1745,6.1,4549
0500000US01011,"Bullock County, Alabama",10923,644,1333,513,1125,10.3,776,7.1,535,4.9,1333,5848,351,737,257,719,12.3,392,6.7,211,3.6,485,5075,294,599,254,406,8,386,7.6,320,6.3,848
0500000US01013,"Butler County, Alabama",20895,1337,2821,919,1776,8.5,1275,6.1,1170,5.6,3427,9810,716,1452,481,853,8.7,589,6,530,5.4,1334,11085,632,1363,443,920,8.3,698,6.3,632,5.7,2084
0500000US01015,"Calhoun County, Alabama",117149,7263,15112,4686,12418,10.6,8083,6.9,6795,5.8,16518,56312,3829,7602,2421,6138,10.9,3942,7,3379,6,6757,60837,3468,7483,2251,6327,10.4,4076,6.7,3468,5.7,9734
0500000US01017,"Chambers County, Alabama",34579,2075,4530,1487,2732,7.9,1936,5.6,2075,6,5636,16408,1017,2297,755,1411,8.6,935,5.7,984,6,2248,18171,1072,2253,727,1326,7.3,1018,5.6,1108,6.1,3398
0500000US01019,"Cherokee County, Alabama",25700,1336,3084,925,1799,7,1259,4.9,1491,5.8,4498,12804,679,1665,499,922,7.2,627,4.9,666,5.2,2036,12896,658,1406,426,890,6.9,632,4.9,812,6.3,2463
0500000US01021,"Chilton County, Alabama",43121,2975,6037,1940,3665,8.5,2717,6.3,2889,6.7,5735,21298,1363,3131,1065,1917,9,1299,6.1,1448,6.8,2534,21823,1593,2881,851,1724,7.9,1418,6.5,1440,6.6,3208
0500000US01023,"Choctaw County, Alabama",14111,804,1849,607,1058,7.5,663,4.7,579,4.1,2455,6859,453,947,350,521,7.6,343,5,254,3.7,1049,7252,348,899,261,537,7.4,319,4.4,326,4.5,1414
0500000US01025,"Clarke County, Alabama",26255,1549,3859,1339,2678,10.2,814,3.1,1523,5.8,4017,12375,693,1918,681,1349,10.9,371,3,668,5.4,1695,13880,847,1943,652,1319,9.5,458,3.3,861,6.2,2304
0500000US01027,"Clay County, Alabama",14040,772,1881,477,1081,7.7,814,5.8,730,5.2,2513,6873,399,935,247,591,8.6,399,5.8,337,4.9,1120,7167,373,939,229,495,6.9,423,5.9,394,5.5,1390
0500000US01029,"Cleburne County, Alabama",14823,919,1942,682,1141,7.7,889,6,800,5.4,2327,7397,459,1050,325,614,8.3,422,5.7,385,5.2,1036,7426,460,899,356,520,7,468,6.3,408,5.5,1300
0500000US01031,"Coffee County, Alabama",48349,3239,6430,2031,4255,8.8,3384,7,2853,5.9,7011,23740,1709,3205,997,2232,9.4,1804,7.6,1496,6.3,2968,24609,1526,3199,1034,1993,8.1,1575,6.4,1378,5.6,4060
0500000US01033,"Colbert County, Alabama",54446,3049,6860,2232,4301,7.9,3158,5.8,2940,5.4,9256,26172,1570,3586,1152,2172,8.3,1466,5.6,1413,5.4,3873,28274,1499,3252,1103,2149,7.6,1696,6,1499,5.3,5429
0500000US01035,"Conecuh County, Alabama",13382,816,1726,656,1258,9.4,388,2.9,856,6.4,2315,6815,634,913,450,607,8.9,204,3,307,4.5,1015,6567,184,814,210,657,10,190,2.9,558,8.5,1307
0500000US01037,"Coosa County, Alabama",11470,574,1365,493,860,7.5,528,4.6,551,4.8,1904,5666,215,720,340,448,7.9,238,4.2,283,5,867,5804,360,644,163,418,7.2,290,5,273,4.7,1045
0500000US01039,"Covington County, Alabama",37608,2332,4663,1542,3046,8.1,2031,5.4,2068,5.5,6807,18222,1221,2424,802,1494,8.2,984,5.4,1057,5.8,2806,19386,1086,2249,756,1551,8,1047,5.4,1008,5.2,3994
0500000US01041,"Crenshaw County, Alabama",13928,836,1852,627,1059,7.6,766,5.5,822,5.9,2256,6737,384,970,364,559,8.3,397,5.9,391,5.8,889,7191,460,877,273,496,6.9,374,5.2,431,6,1373
0500000US01043,"Cullman County, Alabama",79941,4956,10552,3278,6955,8.7,4876,6.1,4796,6,12391,39719,2582,5521,1708,3575,9,2502,6.3,2463,6.2,5322,40222,2373,5028,1569,3379,8.4,2413,6,2373,5.9,7079
0500000US01045,"Dale County, Alabama",49730,3730,6664,2089,4774,9.6,3779,7.6,3382,6.8,6614,24536,1889,3484,981,2576,10.5,1938,7.9,1718,7,2822,25194,1814,3149,1109,2167,8.6,1839,7.3,1663,6.6,3779
0500000US01047,"Dallas County, Alabama",44066,3217,6478,2159,4142,9.4,2556,5.8,2380,5.4,6037,20296,1624,3247,1055,1948,9.6,1137,5.6,1015,5,2415,23770,1616,3233,1117,2187,9.2,1402,5.9,1379,5.8,3637
0500000US01049,"DeKalb County, Alabama",70038,5183,9945,3082,5533,7.9,4623,6.6,4763,6.8,9595,34584,2698,5153,1556,2870,8.3,2283,6.6,2525,7.3,4046,35454,2482,4822,1525,2659,7.5,2340,6.6,2269,6.4,5531
0500000US01051,"Elmore County, Alabama",77650,4814,10405,3572,7144,9.2,5047,6.5,5358,6.9,8852,38248,2410,5278,1836,3787,9.9,2448,6.4,2716,7.1,3978,39402,2404,5083,1734,3349,8.5,2640,6.7,2601,6.6,4925
0500000US01053,"Escambia County, Alabama",37996,2394,4863,1672,3192,8.4,2508,6.6,2546,6.7,5547,19429,1146,2351,835,1749,9,1418,7.3,1477,7.6,2370,18567,1244,2507,836,1411,7.6,1095,5.9,1077,5.8,3175
0500000US01055,"Etowah County, Alabama",104066,6244,13425,4475,8846,8.5,6140,5.9,6140,5.9,16234,50213,3163,6980,2310,4469,8.9,3013,6,3013,6,6628,53853,3070,6462,2208,4362,8.1,3123,5.8,3177,5.9,9586
0500000US01057,"Fayette County, Alabama",17472,978,2306,646,1450,8.3,856,4.9,909,5.2,3145,8533,529,1186,350,759,8.9,427,5,461,5.4,1357,8939,447,1126,304,679,7.6,438,4.9,438,4.9,1779
0500000US01059,"Franklin County, Alabama",31383,2165,4268,1287,2762,8.8,1946,6.2,1726,5.5,4645,15579,1122,2181,654,1605,10.3,981,6.3,826,5.3,1979,15804,1059,2086,632,1185,7.5,964,6.1,885,5.6,2671
0500000US01061,"Geneva County, Alabama",26541,1539,3397,1088,2256,8.5,1301,4.9,1433,5.4,4565,12893,774,1779,503,1122,8.7,683,5.3,722,5.6,1934,13648,751,1610,587,1146,8.4,614,4.5,696,5.1,2634
0500000US01063,"Greene County, Alabama",9255,565,1323,453,824,8.9,574,6.2,342,3.7,1425,4435,297,701,239,461,10.4,239,5.4,151,3.4,621,4820,265,627,217,362,7.5,333,6.9,193,4,805
0500000US01065,"Hale County, Alabama",16168,954,2377,857,1423,8.8,938,5.8,889,5.5,2296,7732,479,1198,410,719,9.3,456,5.9,418,5.4,951,8436,472,1181,447,700,8.3,481,5.7,464,5.5,1341
0500000US01067,"Henry County, Alabama",17148,943,2178,720,1338,7.8,857,5,960,5.6,2984,8193,574,1106,295,647,7.9,442,5.4,434,5.3,1262,8955,376,1066,430,690,7.7,412,4.6,519,5.8,1719
0500000US01069,"Houston County, Alabama",99029,6635,13666,4258,8318,8.4,6437,6.5,6140,6.2,13765,47512,3421,7032,2186,4039,8.5,3041,6.4,2898,6.1,5749,51517,3194,6646,2112,4224,8.2,3349,6.5,3297,6.4,8037
0500000US01071,"Jackson County, Alabama",53386,3096,6994,2242,4111,7.7,2936,5.5,3257,6.1,8328,26224,1600,3514,1206,2072,7.9,1495,5.7,1600,6.1,3645,27162,1467,3450,1032,2064,7.6,1412,5.2,1630,6,4699
0500000US01073,"Jefferson County, Alabama",656912,43356,84742,27590,64377,9.8,49268,7.5,43356,6.6,85399,310892,22073,43214,13990,31400,10.1,23317,7.5,20830,6.7,33576,346020,21453,41868,13495,33218,9.6,25605,7.4,22491,6.5,51903
0500000US01075,"Lamar County, Alabama",14743,885,1917,560,1091,7.4,722,4.9,840,5.7,2654,7083,439,956,248,595,8.4,333,4.7,439,6.2,1105,7660,444,958,314,506,6.6,383,5,406,5.3,1547
0500000US01077,"Lauderdale County, Alabama",91762,5047,11287,3670,9819,10.7,5506,6,4863,5.3,15049,43841,2411,5699,1929,4735,10.8,2762,6.3,2455,5.6,6313,47921,2636,5607,1725,5080,10.6,2779,5.8,2444,5.1,8722
0500000US01079,"Lawrence County, Alabama",34235,2123,4451,1506,3013,8.8,1883,5.5,1951,5.7,4690,16765,1023,2280,805,1593,9.5,905,5.4,1023,6.1,2062,17470,1101,2166,699,1398,8,961,5.5,943,5.4,2638
0500000US01081,"Lee County, Alabama",135010,8236,17011,5265,28892,21.4,9721,7.2,8371,6.2,11881,66748,4339,8677,2670,14751,22.1,4939,7.4,4005,6,5140,68262,3959,8396,2594,14062,20.6,4778,7,4301,6.3,6826
0500000US01083,"Limestone County, Alabama",78614,5110,10534,3302,6211,7.9,5110,6.5,5110,6.5,9512,39883,2632,5424,1675,3270,8.2,2672,6.7,2672,6.7,4188,38731,2479,5151,1588,2982,7.7,2401,6.2,2401,6.2,5306
0500000US01085,"Lowndes County, Alabama",11731,763,1607,622,1114,9.5,610,5.2,516,4.4,1631,5464,317,803,311,546,10,279,5.1,240,4.4,710,6267,451,808,307,570,9.1,332,5.3,282,4.5,915
0500000US01087,"Macon County, Alabama",21699,1128,2647,911,3819,17.6,1150,5.3,955,4.4,2994,9926,576,1290,496,1658,16.7,536,5.4,427,4.3,1201,11773,565,1354,412,2166,18.4,612,5.2,530,4.5,1801
0500000US01089,"Madison County, Alabama",323080,20354,43293,14216,32954,10.2,21969,6.8,19708,6.1,38770,158503,10303,22190,7291,16960,10.7,10937,6.9,9669,6.1,16643,164577,9875,21066,6912,16129,9.8,10862,6.6,9875,6,22218
0500000US01091,"Marengo County, Alabama",21296,1320,3024,1150,1831,8.6,1001,4.7,1086,5.1,3365,10064,674,1530,604,946,9.4,423,4.2,503,5,1389,11232,651,1494,528,876,7.8,584,5.2,584,5.2,1977
0500000US01093,"Marion County, Alabama",30792,1786,3664,1232,2279,7.4,1755,5.7,1601,5.2,5573,15232,960,1904,640,1081,7.1,899,5.9,838,5.5,2361,15560,809,1758,591,1214,7.8,856,5.5,747,4.8,3205
0500000US01095,"Marshall County, Alabama",90867,6724,12267,3907,7633,8.4,5725,6.3,5634,6.2,13176,44733,3400,6307,2102,4026,9,2908,6.5,2818,6.3,5547,46134,3322,5997,1799,3645,7.9,2814,6.1,2768,6,7658
0500000US01097,"Mobile County, Alabama",408620,28195,57207,18797,40862,10,27786,6.8,25334,6.2,51486,196200,14323,29234,9614,19816,10.1,13342,6.8,12164,6.2,21190,212420,13807,28039,9134,20817,9.8,14445,6.8,12958,6.1,30376
0500000US01099,"Monroe County, Alabama",23329,1400,3476,1166,1890,8.1,1213,5.2,1236,5.3,3476,11262,732,1746,608,980,8.7,586,5.2,586,5.2,1464,12067,676,1738,555,917,7.6,640,5.3,640,5.3,2015
0500000US01101,"Montgomery County, Alabama",228018,15961,31238,9805,25994,11.4,17329,7.6,15049,6.6,26906,108532,8248,15846,5101,12807,11.8,8465,7.8,7163,6.6,10636,119486,7647,15414,4660,13143,11,8842,7.4,7886,6.6,16250
0500000US01103,"Morgan County, Alabama",117632,7528,15880,5058,9881,8.4,7411,6.3,7293,6.2,16116,57601,3802,7949,2592,5184,9,3744,6.5,3629,6.3,6855,60031,3722,7924,2521,4682,7.8,3722,6.2,3602,6,9305
