GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_020E,S0101_C01_021E,S0101_C01_022E,S0101_C01_022E,S0101_C01_007E,S0101_C01_008E,,S0101_C01_028E,S0101_C02_001E,S0101_C02_002E,S0101_C02_020E,S0101_C02_021E,S0101_C02_022E,S0101_C02_007E,S0101_C02_008E,,S0101_C02_028E,S0101_C03_001E,S0101_C03_002E,S0101_C03_020E,S0101_C03_021E,S0101_C03_022E,S0101_C03_007E,S0101_C03_008E,,S0101_C03_028E
Geography,Geographic Area Name,Total!!Estimate!!Total population,Total!!Estimate!!AGE!!Under 5 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!AGE!!25 to 29 years,Total!!Estimate!!AGE!!30 to 34 years,,Total!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,Male!!Estimate!!Total population,Male!!Estimate!!AGE!!Under 5 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Male!!Estimate!!AGE!!25 to 29 years,Male!!Estimate!!AGE!!30 to 34 years,,Male!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,Female!!Estimate!!Total population,Female!!Estimate!!AGE!!Under 5 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Female!!Estimate!!AGE!!25 to 29 years,Female!!Estimate!!AGE!!30 to 34 years,,Female!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over
0500000US48447,"Throckmorton County, Texas",1520,76,116,88,114,7.5,2.8,4.3,,426,709,41,39,27,9.6,2.5,4.9,,184,811,35,76,61,5.7,3.1,3.7,,241
0500000US48449,"Titus County, Texas",32592,2575,5410,1564,3390,10.4,6.1,5.9,,4335,16017,1233,2739,785,11.1,5.9,5.8,,1938,16575,1326,2669,762,9.7,6.3,6,,2387
0500000US48451,"Tom Green County, Texas",116264,7906,15114,4186,14766,12.7,8,7.4,,16742,57521,3969,7708,2128,13.9,8.5,7.5,,7420,58743,3995,7402,2115,11.5,7.5,7.2,,9340
0500000US48453,"Travis County, Texas",1148176,79224,146967,39038,115966,10.1,10.3,9.5,,97595,578199,40474,74588,20237,10.1,10.4,9.8,,43365,569977,38188,71817,19379,10.1,10.1,9.3,,54148
0500000US48455,"Trinity County, Texas",14360,646,1766,474,976,6.8,4,4.9,,3762,6844,294,862,240,7.7,3.9,5.4,,1793,7516,353,902,241,6,4,4.5,,1969
0500000US48457,"Tyler County, Texas",21371,1090,2329,727,2223,10.4,6.4,5.6,,4445,11624,616,1162,384,14,7.7,6.3,,2011,9747,468,1160,351,6.1,4.8,4.9,,2427
0500000US48459,"Upshur County, Texas",40295,2498,5682,1572,3425,8.5,5.3,5.5,,6770,19908,1234,2986,876,9.1,5.5,5.3,,3106,20387,1264,2711,714,7.8,5.1,5.6,,3670
0500000US48461,"Upton County, Texas",3475,348,559,160,257,7.4,6.6,7.5,,476,1688,155,235,81,9,4.2,9.2,,218,1787,191,325,79,5.9,9,5.9,,259
0500000US48463,"Uvalde County, Texas",27055,2110,4166,1299,2895,10.7,6.3,5.8,,4329,13221,1018,2102,648,11.4,6.7,5.7,,1917,13834,1093,2075,636,10,5.9,5.9,,2421
0500000US48465,"Val Verde County, Texas",48862,4153,7720,2443,5473,11.2,7.3,6.4,,6645,24804,2133,3944,1315,12.4,7.8,6.8,,3051,24058,2045,3753,1107,10,6.9,6.1,,3609
0500000US48467,"Van Zandt County, Texas",53070,2919,7005,2388,4193,7.9,4.6,5.1,,10561,26096,1487,3549,1253,8.3,4.6,5.1,,4932,26974,1430,3453,1133,7.5,4.5,5.1,,5638
0500000US48469,"Victoria County, Texas",90989,6551,13102,3822,8735,9.6,6.9,6.6,,13284,44622,3302,6693,2008,10,6.9,6.9,,5845,46367,3246,6445,1855,9.3,6.9,6.4,,7465
0500000US48471,"Walker County, Texas",69926,3077,5804,1958,13985,20,7.8,6.5,,7972,40883,1676,2944,940,17.1,8.7,7.3,,3843,29043,1365,2875,1046,24,6.6,5.2,,4153
0500000US48473,"Waller County, Texas",47049,3152,6305,1835,10398,22.1,4.8,5.2,,5364,23520,1740,3175,1011,21.2,5.1,5.1,,2540,23529,1412,3129,824,23,4.5,5.4,,2847
0500000US48475,"Ward County, Texas",11396,855,1778,524,1071,9.4,7.1,6.7,,1641,5668,419,890,272,10.3,6.9,7,,726,5728,435,888,252,8.4,7.3,6.3,,916
0500000US48477,"Washington County, Texas",34544,2107,4145,1278,3938,11.4,4.9,4.8,,6874,17235,1224,2223,758,11.5,5,4.4,,3016,17309,883,1921,537,11.3,4.8,5.3,,3860
0500000US48479,"Webb County, Texas",266006,26601,49743,14364,30325,11.4,6.8,6.6,,22877,129588,13607,25270,7257,11.8,7,6.7,,9590,136418,13096,24555,7230,11,6.7,6.6,,13233
0500000US48481,"Wharton County, Texas",41377,2814,6165,1779,3724,9,6.1,6,,6538,20325,1443,3150,833,9.4,6.6,6.1,,2866,21052,1368,3010,947,8.7,5.6,5.9,,3684
0500000US48483,"Wheeler County, Texas",5642,406,846,214,378,6.7,6.5,5.9,,1004,2866,238,467,86,6.3,7.1,5.4,,476,2776,169,378,128,7.1,5.8,6.3,,527
0500000US48485,"Wichita County, Texas",132148,8722,16386,4757,18236,13.8,8,6.9,,18369,68567,4663,8365,2468,15.9,8.5,7.2,,7748,63581,4069,7948,2225,11.5,7.6,6.6,,10554
0500000US48487,"Wilbarger County, Texas",13061,784,1815,496,1267,9.7,6.4,5.8,,2168,6502,455,1040,189,10,6,5.6,,956,6559,321,774,308,9.4,6.8,6.1,,1207
0500000US48489,"Willacy County, Texas",21944,1404,3160,944,2765,12.6,7.4,7.1,,3072,11652,722,1620,524,14.7,8.9,8.7,,1247,10292,690,1534,412,10.2,5.8,5.4,,1822
0500000US48491,"Williamson County, Texas",490619,34343,77027,22078,38759,7.9,6.3,7.7,,53477,241189,17607,39314,11095,8.1,6.3,7.6,,23637,249430,16462,37415,10725,7.7,6.3,7.8,,29932
0500000US48493,"Wilson County, Texas",46444,2694,6595,2229,3855,8.3,5.1,5.7,,6781,23309,1375,3426,1165,8.6,5.2,5.5,,3287,23135,1296,3193,1087,8,5,5.8,,3493
0500000US48495,"Winkler County, Texas",7723,664,1251,394,795,10.3,6.8,6.6,,857,3959,356,657,158,11,7.3,6.5,,384,3764,309,595,233,9.6,6.2,6.6,,471
0500000US48497,"Wise County, Texas",62089,4160,8755,2794,5091,8.2,6.1,6.3,,8817,31097,2083,4478,1430,8.5,6.2,6.5,,4198,30992,2045,4308,1333,7.8,6,6,,4649
0500000US48499,"Wood County, Texas",43198,2074,4925,1469,3499,8.1,4.1,5.1,,11361,21423,1093,2464,793,8.6,4.5,5.5,,5313,21775,980,2482,675,7.7,3.7,4.6,,6032
0500000US48501,"Yoakum County, Texas",8316,699,1563,424,757,9.1,4.9,7.1,,948,4228,435,791,207,7.5,5.8,6.6,,406,4088,266,769,217,10.8,3.9,7.6,,544
0500000US48503,"Young County, Texas",18275,1206,2467,749,1389,7.6,5.2,5.1,,3545,8997,657,1233,360,7.8,5.9,4.7,,1502,9278,547,1225,380,7.5,4.5,5.6,,2041
0500000US48505,"Zapata County, Texas",14335,1505,2623,717,1520,10.6,6.5,6.8,,1677,7185,798,1423,359,10.7,6.4,6.7,,798,7150,715,1201,358,10.5,6.7,6.9,,887
0500000US48507,"Zavala County, Texas",12107,1041,2070,581,1501,12.4,6.5,5.5,,1513,6087,511,1041,274,14.3,7.3,5.7,,651,6020,530,1029,307,10.4,5.7,5.3,,861
0500000US49001,"Beaver County, Utah",6437,560,1159,354,618,9.6,3.9,7,,863,3291,306,602,181,9.8,4.6,6.3,,411,3146,255,560,173,9.5,3.1,7.7,,450
0500000US49003,"Box Elder County, Utah",51528,4534,9584,2783,4534,8.8,5.7,6.5,,6441,25937,2334,4902,1427,9.5,5.3,6.4,,3035,25591,2201,4709,1331,8,6.1,6.6,,3429
0500000US49005,"Cache County, Utah",118824,11051,20319,5585,22577,19,7.4,6.7,,10219,59450,5707,10344,2794,18,8.1,6.9,,4756,59374,5344,9975,2731,19.9,6.8,6.5,,5462
0500000US49007,"Carbon County, Utah",20733,1493,3131,912,2032,9.8,6,6.8,,3151,10315,784,1547,464,10.3,5.9,6.8,,1475,10418,698,1584,438,9.4,6.1,6.7,,1677
0500000US49009,"Daggett County, Utah",751,38,89,21,73,9.7,5.2,3.1,,152,434,5,42,11,6.5,9,2.8,,79,317,33,47,10,14.2,0,3.5,,73
0500000US49011,"Davis County, Utah",329292,29966,62565,16794,30624,9.3,6.8,7.8,,29966,165706,15576,32478,8782,9.9,6.6,7.7,,13754,163586,14559,30263,8179,8.8,6.9,7.9,,16195
0500000US49013,"Duchesne County, Utah",20078,2108,3795,1004,1727,8.6,6.7,7.6,,2209,10166,1047,1921,508,8.5,6.7,7.8,,1057,9912,1061,1873,506,8.6,6.7,7.3,,1140
0500000US49015,"Emery County, Utah",10570,824,1998,539,814,7.7,4.9,6.5,,1522,5359,418,1104,263,7.9,4.4,6.1,,745,5211,412,896,276,7.4,5.5,7,,776
0500000US49017,"Garfield County, Utah",5020,316,698,271,442,8.8,4.5,6.1,,949,2641,156,396,153,9,4.5,6.7,,478,2379,159,305,117,8.5,4.5,5.4,,471
0500000US49019,"Grand County, Utah",9428,603,1216,302,603,6.4,6.4,7.1,,1490,4814,250,674,168,6.8,6.4,6.3,,703,4614,351,540,134,5.9,6.4,7.9,,784
0500000US49021,"Iron County, Utah",47751,3963,7688,2292,7640,16,6.5,6.4,,5491,23735,1970,3916,1116,15.3,7,6.8,,2658,24016,1969,3795,1201,16.7,6.1,6,,2834
0500000US49023,"Juab County, Utah",10507,925,2122,662,967,9.2,5.1,6.4,,1229,5465,486,1186,383,9.8,4.7,5.9,,579,5042,439,933,282,8.5,5.6,7,,650
0500000US49025,"Kane County, Utah",7216,411,938,339,534,7.4,5.3,5.5,,1566,3574,232,479,222,6.7,4.5,5.8,,801,3642,182,459,117,8.1,6,5.2,,765
0500000US49027,"Millard County, Utah",12604,996,2319,643,1008,8,4.8,5.8,,2004,6389,473,1163,351,8.1,5.2,6.2,,984,6215,528,1150,298,7.9,4.4,5.4,,1019
0500000US49029,"Morgan County, Utah",10645,990,2182,671,852,8,4.2,5.5,,1192,5404,524,1146,351,8.1,3.7,5.4,,584,5241,472,1038,320,7.8,4.6,5.6,,613
0500000US49031,"Piute County, Utah",1859,78,266,95,78,4.2,3.7,8.6,,493,995,54,168,57,3.9,2.7,7.8,,260,864,25,98,37,4.5,4.7,9.5,,232
0500000US49033,"Rich County, Utah",2284,208,439,107,148,6.5,4.7,6.8,,363,1086,99,210,63,7.9,5.3,3.4,,182,1198,109,228,44,5.3,4.1,9.9,,182
0500000US49035,"Salt Lake County, Utah",1092518,88494,173710,48071,107067,9.8,8.3,8.4,,104882,548834,45004,88911,24698,10,8.4,8.5,,47200,543684,43495,84815,23378,9.6,8.3,8.2,,58174
0500000US49037,"San Juan County, Utah",15540,1212,2984,886,1632,10.5,6,5.4,,1803,7789,592,1581,475,10.8,6.3,5.5,,787,7751,620,1403,411,10.2,5.6,5.3,,1008
0500000US49039,"Sanpete County, Utah",28551,1884,4397,1542,4454,15.6,5.4,6.7,,3626,15074,980,2276,814,15.2,5.5,7.3,,1764,13477,916,2129,728,16.1,5.4,6,,1873
0500000US49041,"Sevier County, Utah",20913,1506,3764,1108,1694,8.1,5.3,6.3,,3262,10688,780,2031,588,8.7,4.7,6.3,,1571,10225,736,1728,501,7.6,5.9,6.2,,1687
0500000US49043,"Summit County, Utah",39009,2341,6046,1833,3082,7.9,5.9,6,,3823,19914,1175,3126,956,8.4,6,6.1,,1991,19095,1184,2941,859,7.4,5.8,5.9,,1833
0500000US49045,"Tooele County, Utah",61986,5269,12521,3471,5393,8.7,5.6,7.6,,5207,31323,2725,6484,1723,8.9,5.1,7.4,,2475,30663,2576,6041,1748,8.4,6.1,7.8,,2760
0500000US49047,"Uintah County, Utah",36308,3558,7007,1706,3304,9.1,7.2,8.6,,3304,18533,1872,3577,982,8.9,7.1,9.2,,1538,17775,1706,3448,747,9.4,7.2,8,,1778
0500000US49049,"Utah County, Utah",564177,57546,109450,28773,94218,16.7,7.3,7.3,,40057,284413,29579,56314,14789,16.6,7.5,7.3,,18202,279764,27697,53155,14268,16.8,7.1,7.2,,22101
0500000US49051,"Wasatch County, Utah",27895,2259,5440,1451,2176,7.8,5.9,7,,2622,14176,1077,2864,766,7.9,6.1,6.9,,1318,13719,1180,2579,686,7.6,5.7,7.1,,1303
0500000US49053,"Washington County, Utah",151959,11397,24465,7142,13828,9.1,5.8,6.3,,29784,74981,5849,12522,3674,9,5.9,6.5,,14171,76978,5465,11855,3464,9.2,5.8,6.1,,15550
0500000US49055,"Wayne County, Utah",2716,163,456,136,171,6.3,4.3,5.8,,508,1388,92,233,57,7.5,3.7,5.9,,248,1328,70,224,78,5.1,4.8,5.6,,260
0500000US49057,"Weber County, Utah",241328,19548,39578,11101,23650,9.8,7.7,7.7,,26787,121181,9937,20237,5696,9.9,7.7,7.9,,12239,120147,9612,19344,5527,9.6,7.6,7.6,,14538
0500000US50001,"Addison County, Vermont",36926,1588,3803,1366,4948,13.4,4.7,5.1,,6277,18312,787,2014,696,13.2,5,5.1,,2948,18614,782,1787,670,13.7,4.4,5.1,,3332
0500000US50003,"Bennington County, Vermont",36503,1716,4015,1387,3431,9.4,4.7,4.6,,7739,17838,928,2176,714,9.2,4.9,4.5,,3514,18665,803,1848,672,9.6,4.4,4.8,,4218
0500000US50005,"Caledonia County, Vermont",30859,1543,3611,1173,2932,9.5,5.1,5.4,,5555,15385,754,1862,631,10.5,5.4,5.6,,2554,15474,774,1749,542,8.6,4.8,5.3,,3002
0500000US50007,"Chittenden County, Vermont",160510,7865,16693,5457,26003,16.2,7,6.6,,21187,78529,4084,8717,2827,16.3,7.4,6.7,,9031,81981,3771,8034,2705,16.1,6.7,6.5,,12133
0500000US50009,"Essex County, Vermont",6173,259,648,216,389,6.3,4.2,4.1,,1407,3119,140,331,115,6.3,4.1,4,,711,3054,122,321,101,6.2,4.4,4.3,,696
0500000US50011,"Franklin County, Vermont",48625,2918,6273,2140,3744,7.7,5.9,6.3,,6759,24147,1545,3212,1014,8.2,5.8,6.3,,3139,24478,1371,3060,1102,7.2,6,6.3,,3598
0500000US50013,"Grand Isle County, Vermont",6945,299,708,285,514,7.4,4.8,4.8,,1195,3455,135,339,166,8.3,5.2,4.5,,605,3490,164,366,119,6.5,4.3,5.1,,590
0500000US50015,"Lamoille County, Vermont",25136,1382,3041,930,2463,9.8,6.2,6,,3796,12471,686,1497,511,10.2,6.5,5.9,,1821,12665,709,1545,418,9.4,5.9,6.2,,1976
0500000US50017,"Orange County, Vermont",28897,1387,3150,1098,2370,8.2,4.9,5.6,,5173,14381,705,1625,575,9.2,5.1,5.5,,2402,14516,668,1524,537,7.3,4.7,5.6,,2773
0500000US50019,"Orleans County, Vermont",27076,1381,3087,1002,2031,7.5,5.2,5.4,,5524,13573,692,1547,489,7.8,5.7,5.5,,2606,13503,675,1539,513,7.2,4.7,5.3,,2917
0500000US50021,"Rutland County, Vermont",60133,2646,6194,2225,5833,9.7,5.4,5,,11666,29550,1359,3191,1123,10.1,5.6,5.2,,5230,30583,1254,2967,1101,9.4,5.1,4.9,,6453
0500000US50023,"Washington County, Vermont",58963,2948,6545,2064,5425,9.2,5.4,5.4,,10024,29131,1573,3263,1020,11.1,5.4,5.2,,4515,29832,1372,3282,1074,7.4,5.4,5.6,,5519
0500000US50025,"Windham County, Vermont",43609,2006,4535,1657,3532,8.1,5.5,5.4,,8373,21419,1071,2356,878,8.9,5.5,5.4,,3834,22190,954,2197,777,7.3,5.5,5.3,,4527
0500000US50027,"Windsor County, Vermont",55894,2515,5981,2012,3689,6.6,5.4,5.6,,11570,27401,1315,3014,1041,7,5.4,5.8,,5371,28493,1225,2963,969,6.1,5.4,5.4,,6211
0500000US51001,"Accomack County, Virginia",33060,1951,3868,1091,2314,7,5.5,5.4,,6943,16125,1080,2016,532,7.7,5.2,5.5,,3144,16935,881,1846,559,6.2,5.8,5.2,,3793
0500000US51003,"Albemarle County, Virginia",104287,5631,12202,3859,12514,12,6.6,6.2,,17207,49946,2897,6193,1998,12.2,6.8,6.5,,7442,54341,2771,6032,1848,11.9,6.5,5.9,,9727
0500000US51005,"Alleghany County, Virginia",15919,716,1751,621,1098,6.9,5.3,4.5,,3805,7788,366,888,327,7.1,5.9,4.7,,1721,8131,350,862,301,6.7,4.7,4.4,,2082
0500000US51007,"Amelia County, Virginia",12793,704,1535,473,1151,9,4.3,4.9,,2328,6642,478,923,359,7.1,5.3,5.1,,1056,6151,228,615,123,11.1,3.3,4.7,,1267
0500000US51009,"Amherst County, Virginia",31999,1696,3520,1248,3072,9.6,5.1,4.8,,6048,15346,905,1795,675,9.1,5.5,5.1,,2655,16653,783,1715,566,10,4.7,4.6,,3381
0500000US51011,"Appomattox County, Virginia",15314,873,1822,659,1118,7.3,5.9,5.7,,2910,7424,475,921,304,7.6,6.2,6,,1329,7890,402,899,347,7,5.6,5.4,,1578
0500000US51013,"Arlington County, Virginia",226092,13566,20122,4748,17635,7.8,14.4,12.5,,21027,112644,6984,10251,2478,7.7,14.1,12.7,,9349,113448,6580,9983,2382,8,14.7,12.2,,11685
0500000US51015,"Augusta County, Virginia",74330,3568,8474,2825,5723,7.7,5.4,5.6,,13974,37572,1728,4396,1465,8.2,5.8,6.1,,6613,36758,1838,4080,1397,7.3,5,5.1,,7388
0500000US51017,"Bath County, Virginia",4558,210,501,164,228,5,7.3,2.7,,957,2465,148,375,111,1.7,7.8,3.5,,508,2093,63,128,52,8.9,6.8,1.7,,450
0500000US51019,"Bedford County, Virginia",76933,3693,9155,3231,5770,7.5,4.6,4.6,,14848,37888,1857,4622,1629,7.8,4.8,4.5,,7009,39045,1874,4529,1601,7.2,4.5,4.7,,7848
0500000US51021,"Bland County, Virginia",6612,245,608,225,463,7,5.7,6.5,,1309,3733,161,314,138,6.9,6.5,8.7,,646,2879,81,291,83,7.1,4.7,3.6,,665
0500000US51023,"Botetourt County, Virginia",33192,1460,3883,1394,2390,7.2,4.4,4.4,,6638,16425,772,1971,690,7.7,4.7,4.6,,3104,16767,704,1895,721,6.8,4.2,4.2,,3521
0500000US51025,"Brunswick County, Virginia",16573,746,1641,563,1674,10.1,6,5.9,,3149,8668,347,858,321,12.1,6.9,6.7,,1396,7905,395,791,253,8,5.1,4.9,,1755
0500000US51027,"Buchanan County, Virginia",23158,1019,2362,787,1667,7.2,6.3,5.6,,4469,11673,502,1214,397,7.8,7.4,6.1,,2008,11485,505,1160,390,6.7,5.2,5.1,,2469
0500000US51029,"Buckingham County, Virginia",17030,852,1873,596,1379,8.1,6.5,6.6,,2844,9453,416,1011,378,8.3,7.3,7.8,,1314,7577,439,856,227,7.7,5.6,5.3,,1523
0500000US51031,"Campbell County, Virginia",55061,2808,6332,2147,4735,8.6,6.8,5.3,,9966,26745,1471,3209,1043,9.1,7,5.4,,4359,28316,1331,3115,1133,8.1,6.5,5.2,,5607
0500000US51033,"Caroline County, Virginia",29640,1986,3794,1037,2549,8.6,6.2,6.5,,4446,14677,939,1864,514,10.4,5.7,6.2,,2025,14963,1047,1930,509,7,6.5,6.9,,2424
0500000US51035,"Carroll County, Virginia",29733,1368,3390,1041,2052,6.9,4.8,4.8,,6452,14897,760,1817,566,7.3,5.1,4.6,,2935,14836,608,1558,475,6.4,4.5,5,,3531
0500000US51036,"Charles City County, Virginia",7086,305,631,220,482,6.8,4.8,5.2,,1502,3456,159,328,104,7.3,5,4.6,,684,3630,145,301,116,6.4,4.7,5.8,,817
0500000US51037,"Charlotte County, Virginia",12232,697,1431,526,1089,8.9,4.5,4,,2495,6121,312,820,306,10,4.5,4.2,,1132,6111,385,611,220,7.7,4.5,3.7,,1357
0500000US51041,"Chesterfield County, Virginia",331839,19910,46457,15265,30197,9.1,5.6,6.1,,42475,159789,10067,23809,7830,9.4,5.6,6.1,,18855,172050,9635,22711,7398,8.9,5.5,6.2,,23743
0500000US51043,"Clarke County, Virginia",14307,715,1688,701,1059,7.4,4.5,5.1,,2675,7087,390,914,404,6.9,5.2,4.4,,1212,7220,318,773,296,7.8,3.8,5.8,,1466
0500000US51045,"Craig County, Virginia",5195,213,707,156,161,3.1,5.2,7.5,,1018,2509,100,359,108,3.5,3.7,8.4,,429,2686,113,349,51,2.8,6.6,6.7,,586
0500000US51047,"Culpeper County, Virginia",48952,3133,7196,2007,3965,8.1,5.5,5.8,,6853,24612,1723,3643,1009,8.4,5.6,5.9,,3175,24340,1436,3554,998,7.7,5.5,5.7,,3700
0500000US51049,"Cumberland County, Virginia",9769,528,1143,381,879,9,5.3,4.4,,1895,4779,301,569,210,9.3,5.2,4.8,,870,4990,225,569,170,8.7,5.3,4.1,,1023
0500000US51051,"Dickenson County, Virginia",15304,826,1729,566,1132,7.4,5.4,6.2,,2877,7814,438,883,273,7.8,5.8,6.5,,1336,7490,389,846,292,7,4.9,5.8,,1543
0500000US51053,"Dinwiddie County, Virginia",28155,1605,3266,1042,2506,8.9,5.5,5.7,,4561,13903,918,1682,514,8.7,5.9,5.8,,2113,14252,670,1568,513,9,5.1,5.6,,2451
0500000US51057,"Essex County, Virginia",11130,612,1247,412,968,8.7,5.4,4,,2271,5137,267,586,118,9.7,4.9,4,,1048,5993,342,659,288,7.8,5.7,4,,1229
0500000US51059,"Fairfax County, Virginia",1132887,74771,150674,45315,92897,8.2,6.6,7.4,,130282,560803,38695,77391,23554,8.5,6.8,7.4,,59445,572084,36613,73799,21739,7.8,6.5,7.3,,70938
0500000US51061,"Fauquier County, Virginia",68025,3945,9251,3061,5238,7.7,5.2,5.2,,10272,33659,2020,4813,1582,7.7,5.5,5.3,,4746,34366,1924,4468,1512,7.7,4.9,5.1,,5499
0500000US51063,"Floyd County, Virginia",15587,748,1855,608,951,6.1,4.4,5.7,,3180,7682,277,968,323,6.2,4.3,5.9,,1498,7905,474,885,285,6.1,4.5,5.5,,1684
0500000US51065,"Fluvanna County, Virginia",26046,1406,3178,886,2084,8,5,5.8,,4819,11826,804,1608,438,7.6,3.9,5.8,,2247,14220,583,1564,455,8.3,5.8,5.8,,2574
0500000US51067,"Franklin County, Virginia",56230,2699,6354,1968,4780,8.5,5,5.3,,11640,27592,1380,3173,938,8.5,4.8,5.2,,5518,28638,1317,3179,1002,8.6,5.2,5.4,,6129
0500000US51069,"Frederick County, Virginia",82321,4857,11196,3375,6586,8,5.8,6,,12348,40925,2537,5689,1719,8.5,5.7,6.3,,5689,41396,2277,5464,1697,7.6,5.9,5.8,,6706
0500000US51071,"Giles County, Virginia",16871,860,2041,641,1282,7.6,5.2,5,,3357,8233,420,1013,313,7.6,5.2,5.3,,1531,8638,449,1037,320,7.6,5.2,4.8,,1823
0500000US51073,"Gloucester County, Virginia",37021,1888,4294,1444,3036,8.2,5.2,5.8,,6368,18267,1023,2119,731,8.4,5.1,6.1,,2923,18754,881,2157,694,7.9,5.3,5.6,,3469
0500000US51075,"Goochland County, Virginia",21979,901,2528,835,1429,6.5,3.9,4.3,,4242,10791,496,1263,432,6.8,4.3,4.4,,2018,11188,403,1275,403,6.1,3.6,4.3,,2215
0500000US51077,"Grayson County, Virginia",15180,683,1518,516,1032,6.8,5,4.7,,3522,7463,306,791,261,7,5,5.1,,1605,7717,370,718,255,6.6,5.1,4.4,,1922
0500000US51079,"Greene County, Virginia",19085,1260,2615,763,1298,6.8,6.2,6.4,,2939,9321,606,1296,429,6.6,6,7.2,,1342,9764,664,1318,332,7,6.5,5.7,,1592
0500000US51081,"Greensville County, Virginia",11698,526,1100,316,1111,9.5,6.8,7.4,,1755,7254,406,544,87,10.7,8,9,,762,4444,116,547,222,7.6,4.8,4.6,,991
0500000US51083,"Halifax County, Virginia",35305,1765,4237,1377,2683,7.6,4.9,4.7,,7696,16844,926,2122,707,8.1,5.2,4.7,,3200,18461,831,2123,683,7.2,4.7,4.8,,4504
0500000US51085,"Hanover County, Virginia",102199,5008,13695,4701,9300,9.1,4.5,4.9,,15841,50104,2605,7065,2455,9.7,4.7,4.8,,7065,52095,2396,6668,2240,8.5,4.3,4.9,,8752
0500000US51087,"Henrico County, Virginia",321921,20603,42172,12877,26076,8.1,7,7.3,,44425,152084,10494,21596,6692,8.6,7,7.3,,17794,169837,10020,20720,6284,7.7,7,7.2,,26664
0500000US51089,"Henry County, Virginia",52209,2610,6004,1880,3811,7.3,5,4.9,,11329,25094,1330,3137,878,7.8,5,4.9,,4868,27115,1274,2901,976,6.8,4.9,4.9,,6453
0500000US51091,"Highland County, Virginia",2230,78,192,38,74,3.3,3.4,2.3,,805,994,28,19,17,1.9,4.2,1.4,,362,1236,51,173,21,4.4,2.7,3,,442
0500000US51093,"Isle of Wight County, Virginia",36027,1765,4395,1513,2738,7.6,4.9,5.1,,6197,17600,933,2218,810,8.3,5,5,,2746,18427,848,2156,700,6.8,4.9,5.2,,3464
0500000US51095,"James City County, Virginia",71900,3451,8484,2732,5249,7.3,5.2,5,,16537,34876,1814,4360,1430,8,5.3,4.8,,7603,37024,1666,4147,1333,6.5,5.1,5.2,,8923
0500000US51097,"King and Queen County, Virginia",7140,350,814,193,478,6.7,5.5,4.5,,1507,3673,224,459,114,7.7,6,3.9,,665,3467,128,357,80,5.7,4.9,5.2,,846
0500000US51099,"King George County, Virginia",25260,1642,3764,1162,2223,8.8,5.4,5.9,,3006,12588,818,1926,554,8.8,5.7,5.5,,1385,12672,824,1825,608,8.9,5.2,6.2,,1609
0500000US51101,"King William County, Virginia",16156,921,2230,662,1082,6.7,6.6,6.4,,2326,8003,472,1264,336,6.5,6.8,6.1,,1056,8153,448,970,326,7,6.4,6.6,,1272
0500000US51103,"Lancaster County, Virginia",11055,509,973,265,630,5.7,4,3,,3858,5128,256,477,97,5.9,4.7,3.7,,1708,5927,249,492,166,5.5,3.4,2.3,,2152
0500000US51105,"Lee County, Virginia",24911,1196,2665,847,1744,7,6.4,6.6,,4633,13083,589,1413,445,7.2,7.3,8,,2119,11828,591,1266,402,6.8,5.4,5,,2519
0500000US51107,"Loudoun County, Virginia",362435,27907,61976,16310,25008,6.9,5.2,7.5,,28995,179315,14345,31380,8248,7.2,5.1,7.1,,12731,183120,13734,30581,8057,6.6,5.3,7.9,,16298
0500000US51109,"Louisa County, Virginia",34350,1889,4088,1168,2473,7.2,5.3,6.1,,5943,16874,911,2042,591,7.8,4.8,6.2,,2852,17476,979,2045,594,6.7,5.8,5.9,,3111
0500000US51111,"Lunenburg County, Virginia",12450,635,1394,336,996,8,5.2,5.7,,2465,6498,266,676,169,8.2,5.7,6.2,,1111,5952,363,714,167,7.7,4.7,5.1,,1351
0500000US51113,"Madison County, Virginia",13122,551,1693,538,1037,7.9,5.5,5,,2677,6410,173,897,314,7.8,6.6,5.5,,1250,6712,383,792,228,8.1,4.5,4.5,,1430
0500000US51115,"Mathews County, Virginia",8848,257,743,469,602,6.8,4.5,3,,2584,4144,116,352,137,7.4,4.8,3.7,,1210,4704,141,390,329,6.2,4.3,2.4,,1374
